Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
London,2012,100m,Backstroke,0,Men,USA,Matt Grevers,52.160,1
London,2012,100m,Backstroke,0,Men,USA,Nick Thoman,52.920,2
London,2012,100m,Backstroke,0,Men,JPN,Ryosuke Irie,52.970,3
London,2012,100m,Backstroke,0,Men,FRA,Camille Lacourt,53.080,4
London,2012,100m,Backstroke,0,Men,GBR,Liam Tancock,53.350,4
London,2012,100m,Backstroke,0,Men,GER,Helge Meeuw,53.480,4
London,2012,100m,Backstroke,0,Men,AUS,Hayden Stoeckel,53.550,4
London,2012,100m,Backstroke,0,Men,CHN,Feiyi Cheng,53.770,4
London,2012,100m,Backstroke,0,Women,USA,Missy Franklin,58.330,2
London,2012,100m,Backstroke,0,Women,AUS,Emily Seebohm,58.680,3
London,2012,100m,Backstroke,0,Women,JPN,Aya Terakawa,58.830,4
London,2012,100m,Backstroke,0,Women,RUS,Anastasia Zueva,59.000,4
London,2012,100m,Backstroke,0,Women,GBR,Gemma Spofforth,59.200,4
London,2012,100m,Backstroke,0,Women,CHN,Jing Zhao,59.230,4
London,2012,100m,Backstroke,0,Women,AUS,Belinda Hocking,59.290,4
London,2012,100m,Backstroke,0,Women,CHN,Yuanhui Fu,00:01:00.500000,1
London,2012,100m,Breaststroke,0,Men,RSA,Cameron Van Der Burgh,58.460,2
London,2012,100m,Breaststroke,0,Men,AUS,Christian Sprenger,58.930,3
London,2012,100m,Breaststroke,0,Men,USA,Brendan Hansen,59.490,4
London,2012,100m,Breaststroke,0,Men,HUN,Daniel Gyurta,59.530,4
London,2012,100m,Breaststroke,0,Men,JPN,Kosuke Kitajima,59.790,4
London,2012,100m,Breaststroke,0,Men,AUS,Brenton Rickard,59.870,4
London,2012,100m,Breaststroke,0,Men,ITA,Fabio Scozzoli,59.970,4
London,2012,100m,Breaststroke,0,Men,LTU,Giedrius Titenis,00:01:00.840000,1
London,2012,100m,Breaststroke,0,Women,LTU,Ruta Meilutyte,00:01:05.470000,1
London,2012,100m,Breaststroke,0,Women,USA,Rebecca Soni,00:01:05.550000,2
London,2012,100m,Breaststroke,0,Women,JPN,Satomi Suzuki,00:01:06.460000,3
London,2012,100m,Breaststroke,0,Women,JAM,Alia Atkinson,00:01:06.930000,4
London,2012,100m,Breaststroke,0,Women,AUS,Leisel Jones,00:01:06.950000,4
London,2012,100m,Breaststroke,0,Women,USA,Breeja Larson,00:01:06.960000,4
London,2012,100m,Breaststroke,0,Women,RUS,Yuliya Efimova,00:01:06.980000,4
London,2012,100m,Breaststroke,0,Women,DEN,Rikke Moller Pedersen,00:01:07.550000,4
London,2012,100m,Butterfly,0,Men,USA,Michael Phelps,51.210,1
London,2012,100m,Butterfly,0,Men,RSA,Chad Le Clos,51.440,2
London,2012,100m,Butterfly,0,Men,RUS,Evgeny Korotyshkin,51.440,2
London,2012,100m,Butterfly,0,Men,SRB,Milorad Cavic,51.810,4
